Date&Time;app1_conc [mg/l];app1_h [m];app1_t_water [C];Anomalietyp
19.10.2023 15:01;1974,3;0,204;17,7;
19.10.2023 15:01;1569,5;0,208;17,7;F
19.10.2023 15:02;1846,6;0,21;17,7;
19.10.2023 15:02;2466,4;0,212;17,7;
19.10.2023 15:03;2337,1;0,214;17,7;
19.10.2023 15:03;3002;0,217;17,7;A
19.10.2023 15:04;3222,2;0,22;17,7;A
19.10.2023 15:04;2988,5;0,222;17,7;A
19.10.2023 15:05;2372,8;0,226;17,7;
19.10.2023 15:05;2363,6;0,239;17,7;
19.10.2023 15:06;2669,6;0,257;17,7;F,A
19.10.2023 15:06;2266,4;0,277;17,7;
19.10.2023 15:07;1734,9;0,292;17,7;
19.10.2023 15:07;511,6;0,304;17,7;
19.10.2023 15:08;329;0,319;17,7;
19.10.2023 15:08;253,7;0,327;17,7;
19.10.2023 15:09;206,3;0,334;17,7;
19.10.2023 15:09;198;0,346;17,7;
19.10.2023 15:10;193,2;0,354;17,7;
19.10.2023 15:10;180,7;0,359;17,7;
19.10.2023 15:11;166,3;0,371;17,8;
19.10.2023 15:11;149,5;0,378;17,8;
19.10.2023 15:12;151,2;0,386;17,7;
19.10.2023 15:12;157,6;0,394;17,8;
19.10.2023 15:13;151,6;0,402;17,8;
19.10.2023 15:13;147,9;0,407;17,8;
19.10.2023 15:14;142,8;0,416;17,8;
19.10.2023 15:14;155,8;0,422;17,8;
19.10.2023 15:15;183,5;0,429;17,8;
19.10.2023 15:15;194,8;0,436;17,8;
19.10.2023 15:16;183,6;0,444;17,8;
19.10.2023 15:16;164,1;0,448;17,8;
19.10.2023 15:17;160,7;0,456;17,8;
19.10.2023 15:17;165,6;0,463;17,8;
19.10.2023 15:18;169;0,47;17,8;
19.10.2023 15:18;170,2;0,477;17,7;
19.10.2023 15:19;171;0,481;17,8;
19.10.2023 15:19;158,7;0,49;17,7;
19.10.2023 15:20;157,3;0,496;17,7;
19.10.2023 15:20;175,1;0,505;17,7;
19.10.2023 15:21;169,9;0,51;17,7;
19.10.2023 15:21;156,7;0,518;17,7;
19.10.2023 15:22;152,6;0,524;17,7;
19.10.2023 15:22;147,5;0,532;17,7;
19.10.2023 15:23;141,3;0,538;17,7;
